FID,Work_No,Measuremen,Standing_W,Easting,Longitude,Latitude,Northing,Elevation..m.,Slope..degree.,Wetness.index,MRVBF,Lithology,Yield Description,Drilled Depth,Salinity
218,GW020352,1981-03-26,6.41,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,NA,0,NA
219,GW020352,1979-02-16,5.19,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,NA,0,NA
220,GW020352,1984-04-24,0,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,NA,0,NA
221,GW020352,1981-10-13,4.53,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,NA,0,NA
222,GW020352,1978-09-14,5.54,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,NA,0,NA
223,GW020352,1980-08-29,6.3,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,NA,0,NA
224,GW020352,1982-06-29,5.49,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,NA,0,NA
225,GW020352,1984-05-29,0,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,NA,0,NA
226,GW020352,1982-01-29,5.3,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,NA,0,NA
227,GW020352,1982-09-28,6.66,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,NA,0,NA
228,GW020352,1981-05-27,6.5,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,NA,0,NA
229,GW020352,1982-05-25,5.59,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,NA,0,NA
230,GW020352,1980-02-26,6.05,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,NA,0,NA
231,GW020352,1980-05-19,6.16,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,NA,0,NA
232,GW020352,1987-03-24,0,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,NA,0,NA
233,GW020352,1982-07-23,5.48,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,NA,0,NA
234,GW020352,1980-09-22,6.28,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,NA,0,NA
235,GW020352,1977-12-21,5.6,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,NA,0,NA
236,GW020352,1975-05-21,4.55,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,NA,0,NA
237,GW020352,1982-04-20,5.34,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,NA,0,NA
238,GW020352,1978-06-19,0,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,NA,0,NA
239,GW020352,1983-05-19,5.7,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,NA,0,NA
240,GW020352,1974-06-26,7.7,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,NA,0,NA
241,GW020352,1981-12-01,4.78,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,NA,0,NA
242,GW020352,1976-01-07,4.46,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,NA,0,NA
243,GW020352,1979-11-06,5.76,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,NA,0,NA
244,GW020352,1978-10-05,5.03,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,NA,0,NA
245,GW020352,1985-10-04,0,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,NA,0,NA
246,GW020352,1979-04-04,5.39,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,NA,0,NA
247,GW020352,1977-02-04,4.6,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,NA,0,NA
248,GW020352,1979-01-04,5.1,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,NA,0,NA
249,GW020352,1980-07-08,6.17,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,NA,0,NA
250,GW020352,1980-12-02,6.2,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,NA,0,NA
251,GW020352,1979-08-06,5.6,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,NA,0,NA
252,GW020352,1978-12-01,0,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,NA,0,NA
253,GW020352,1982-11-01,5.72,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,NA,0,NA
254,GW020352,1982-09-01,6.65,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,NA,0,NA
255,GW020352,1979-06-01,5.55,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,NA,0,NA
256,GW020352,1979-05-01,5.46,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,NA,0,NA
257,GW020352,1975-08-14,4.68,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,NA,0,NA
258,GW020352,1980-04-14,6.1,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,NA,0,NA
259,GW020352,1979-12-03,0,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,NA,0,NA
260,GW020352,1978-07-12,0,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,NA,0,NA
261,GW020352,1978-03-14,6.07,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,NA,0,NA
262,GW020352,1981-08-13,5.44,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,NA,0,NA
263,GW020352,1974-05-13,8.19999999999999,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,NA,0,NA
264,GW020352,1978-04-13,6.15,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,NA,0,NA
265,GW020352,1978-05-05,0,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,NA,0,NA
266,GW020352,1981-01-13,6.25,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,NA,0,NA
267,GW020352,1974-08-08,6.95,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,NA,0,NA
268,GW020352,1983-04-12,0,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,NA,0,NA
269,GW020352,1974-03-12,8.88,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,NA,0,NA
270,GW020352,1980-11-11,6.39,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,NA,0,NA
271,GW020352,1974-07-11,7.65,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,NA,0,NA
272,GW020352,1978-08-10,6.15,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,NA,0,NA
273,GW020352,1975-06-09,4.7,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,NA,0,NA
274,GW020352,1985-05-09,0,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,NA,0,NA
275,GW020352,1975-04-09,4.55,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,NA,0,NA
276,GW020352,1983-08-11,5.21,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,NA,0,NA
277,GW020352,1975-02-13,4.35,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,NA,0,NA
278,GW020352,1984-01-09,0,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,NA,0,NA
279,GW020352,1978-11-08,0,599045,148.0815,-34.7029,6159372,321,0.654672,8.2234802,3,1,NA,0,NA
280,GW020775,1999-01-15,8.02999999999999,599834,148.0909,-34.7665,6152308,285,0.990438,6.7207298,3,1,NA,18.3,NA
281,GW020775,1987-11-01,10.1,599834,148.0909,-34.7665,6152308,285,0.990438,6.7207298,3,1,NA,18.3,NA
282,GW021206,1987-11-01,9.85,589552,147.9768,-34.6122999999999,6169512,404,0.555647,8.4369202,2,8,NA,41.6,NA
283,GW021206,1999-01-15,10.69,589552,147.9768,-34.6122999999999,6169512,404,0.555647,8.4369202,2,8,NA,41.6,NA
284,GW021206,1996-10-15,9.1,589552,147.9768,-34.6122999999999,6169512,404,0.555647,8.4369202,2,8,NA,41.6,NA
285,GW022280,1998-04-19,3.02,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
286,GW022280,1992-05-19,1.5,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
287,GW022280,1997-05-19,2.16,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
288,GW022280,1992-06-19,1.3,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
289,GW022280,1992-08-19,0.84,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
290,GW022280,1968-09-19,10.3699999999999,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
291,GW022280,1997-11-19,2.01,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
292,GW022280,1996-04-20,1.98,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
293,GW022280,1993-06-20,1.52,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
294,GW022280,1968-02-19,10.88,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
295,GW022280,1997-04-22,2.21,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
296,GW022280,1998-03-16,2.87,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
297,GW022280,1992-04-22,1.63,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
298,GW022280,1998-03-24,2.92,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
299,GW022280,1997-09-14,1.63,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
300,GW022280,1971-01-15,10.06,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
301,GW022280,1999-01-15,1.6,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
302,GW022280,1998-06-15,3.07,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
303,GW022280,1992-07-15,1.45,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
304,GW022280,1997-08-16,1.8,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
305,GW022280,1997-02-16,1.85,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
306,GW022280,1995-05-18,2.46,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
307,GW022280,1997-06-16,2.13,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
308,GW022280,1997-07-22,2.03,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
309,GW022280,1996-11-16,0.94,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
310,GW022280,1993-12-16,0.79,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
311,GW022280,1994-03-17,1.4,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
312,GW022280,1994-06-17,1.37,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
313,GW022280,1998-01-16,2.51,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
314,GW022280,1998-11-26,1.24,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
315,GW022280,1996-09-14,0.53,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
316,GW022280,1996-12-17,1.22,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
317,GW022280,1998-03-31,2.95,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
318,GW022280,1995-01-30,2.11,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
319,GW022280,1996-12-29,1.24,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
320,GW022280,1994-10-29,1.5,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
321,GW022280,1998-12-28,1.68,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
322,GW022280,1994-12-28,2.13,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
323,GW022280,1994-05-28,1.47,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
324,GW022280,1996-04-28,2.03,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
325,GW022280,1997-02-28,1.93,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
326,GW022280,1997-01-28,1.63,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
327,GW022280,1996-03-24,1.85,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
328,GW022280,1997-06-27,2.06,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
329,GW022280,1997-12-22,2.36,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
330,GW022280,1998-06-26,2.92,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
331,GW022280,1996-02-26,1.6,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
332,GW022280,1998-02-25,2.74,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
333,GW022280,1998-01-25,2.57,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
334,GW022280,1994-09-24,1.27,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
335,GW022280,1993-09-24,0.43,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
336,GW022280,1998-07-24,2.41,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
337,GW022280,1997-03-24,2.06,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
338,GW022280,1994-12-23,2.03,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
339,GW022280,1995-08-23,1.22,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
340,GW022280,1994-04-23,1.5,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
341,GW022280,1995-02-23,2.41,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
342,GW022280,1997-09-27,1.57,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
343,GW022280,1997-05-04,2.18,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
344,GW022280,1996-03-08,1.7,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
345,GW022280,1994-03-08,1.42,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
346,GW022280,1973-01-08,11.2799999999999,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
347,GW022280,1995-11-07,1.22,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
348,GW022280,1997-04-07,2.13,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
349,GW022280,1995-12-06,0.84,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
350,GW022280,1994-09-06,1.22,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
351,GW022280,1998-08-06,1.91,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
352,GW022280,1998-07-06,2.84,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
353,GW022280,1995-03-06,2.51,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
354,GW022280,1995-07-05,1.96,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
355,GW022280,1993-06-05,1.63,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
356,GW022280,1997-03-08,1.98,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
357,GW022280,1997-06-04,2.16,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
358,GW022280,1993-10-01,0.48,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
359,GW022280,1998-04-04,3,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
360,GW022280,1993-03-04,1.45,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
361,GW022280,1993-08-03,0.56,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
362,GW022280,1992-06-03,1.37,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
363,GW022280,1998-03-03,2.79,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
364,GW022280,1997-11-02,1.8,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
365,GW022280,1994-10-02,1.22,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
366,GW022280,1998-05-02,3.05,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
367,GW022280,1998-02-02,2.62,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
368,GW022280,1987-11-01,1.5,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
369,GW022280,1997-09-01,1.8,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
370,GW022280,1997-12-18,2.31,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
371,GW022280,1997-05-14,2.21,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
372,GW022280,1997-08-04,1.96,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
373,GW022280,1996-01-13,0.84,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
374,GW022280,1995-04-12,2.79,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
375,GW022280,1995-06-12,2.11,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
376,GW022280,1996-07-12,1.52,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
377,GW022280,1997-10-12,1.6,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
378,GW022280,1998-10-12,0.74,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
379,GW022280,1998-01-12,2.49,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
380,GW022280,1997-12-12,2.26,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
381,GW022280,1995-01-14,2.21,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
382,GW022280,1995-03-13,2.62,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
383,GW022280,1995-07-13,1.8,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
384,GW022280,1998-09-13,0.71,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
385,GW022280,1997-07-08,2.03,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
386,GW022280,1995-02-14,2.31,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
387,GW022280,1993-09-01,0.64,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
388,GW022280,1994-11-12,1.57,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
389,GW022280,1993-10-09,0.33,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
390,GW022280,1998-02-09,2.67,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
391,GW022280,1997-01-09,1.45,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
392,GW022280,1996-04-09,1.93,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
393,GW022280,1995-09-08,1.24,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
394,GW022280,1998-06-09,3.07,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
395,GW022280,1996-11-09,0.79,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
396,GW022280,1996-05-10,1.98,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
397,GW022280,1995-10-10,1.3,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
398,GW022280,1999-01-11,1.8,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
399,GW022280,1996-08-11,0.56,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
400,GW022280,1995-05-11,2.74,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
401,GW022280,1998-06-01,3.05,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
402,GW022280,1993-05-09,1.75,602497,148.1184,-34.6475999999999,6165465,393,2.9962399,6.1106601,3,3,NA,0,NA
403,GW022543,1998-07-08,1,599743,148.0873,-34.5658999999999,6174553,429,1.95289,5.7581301,2,3,NA,0,NA
404,GW022544,1998-07-08,2.8,596983,148.0573,-34.5726,6173843,389,1.07498,6.70681,3,7,NA,0,NA
405,GW022545,1998-07-08,2.9,597707,148.0651,-34.5636999999999,6174821,424,5.8197799,5.4327998,1,7,NA,0,NA
406,GW023305,1994-10-01,3.4,583581,147.912299999999,-34.6743,6162698,418,4.0531101,5.0963202,0,9,NA,22.9,NA
407,GW023305,1994-06-23,2.8,583581,147.912299999999,-34.6743,6162698,418,4.0531101,5.0963202,0,9,NA,22.9,NA
408,GW023305,1994-07-16,2.85,583581,147.912299999999,-34.6743,6162698,418,4.0531101,5.0963202,0,9,NA,22.9,NA
409,GW023305,1994-04-08,3.01,583581,147.912299999999,-34.6743,6162698,418,4.0531101,5.0963202,0,9,NA,22.9,NA
410,GW023305,1994-05-10,2.92,583581,147.912299999999,-34.6743,6162698,418,4.0531101,5.0963202,0,9,NA,22.9,NA
411,GW023562,1996-10-15,0,585502,147.932899999999,-34.6379,6166717,418,0.998069,6.9038401,0,9,NA,30.5,NA
412,GW024025,1994-06-23,3.22,587857,147.959499999999,-34.7222999999999,6157329,369,2.6712,6.1407599,3,17,NA,4.3,NA
413,GW024025,1994-04-07,3.3,587857,147.959499999999,-34.7222999999999,6157329,369,2.6712,6.1407599,3,17,NA,4.3,NA
414,GW024025,1994-05-10,3.2,587857,147.959499999999,-34.7222999999999,6157329,369,2.6712,6.1407599,3,17,NA,4.3,NA
415,GW024025,1994-10-01,3.65,587857,147.959499999999,-34.7222999999999,6157329,369,2.6712,6.1407599,3,17,NA,4.3,NA
416,GW024097,1996-10-15,2.8,589080,147.972299999999,-34.6721,6162893,417,4.8986301,5.5131302,2,9,NA,22.9,NA
417,GW025269,1999-01-15,2.35,592388,148.011799999999,-34.9459,6132484,485,2.9730799,5.2690101,2,9,NA,44.2,NA
418,GW025269,1987-11-01,6.8,592388,148.011799999999,-34.9459,6132484,485,2.9730799,5.2690101,2,9,NA,44.2,NA
419,GW025453,1999-01-15,6.82,599651,148.091199999999,-34.9393,6133147,340,3.5102301,6.17449,3,1,NA,78,NA
420,GW025453,2003-10-28,10.02,599651,148.091199999999,-34.9393,6133147,340,3.5102301,6.17449,3,1,NA,78,NA
421,GW025453,2001-10-23,7.3,599651,148.091199999999,-34.9393,6133147,340,3.5102301,6.17449,3,1,NA,78,NA
422,GW025453,2004-04-20,0,599651,148.091199999999,-34.9393,6133147,340,3.5102301,6.17449,3,1,NA,78,NA
423,GW025453,2002-03-20,8.46,599651,148.091199999999,-34.9393,6133147,340,3.5102301,6.17449,3,1,NA,78,NA
424,GW025453,2003-04-15,10.2799999999999,599651,148.091199999999,-34.9393,6133147,340,3.5102301,6.17449,3,1,NA,78,NA
425,GW025453,2001-04-03,7.5,599651,148.091199999999,-34.9393,6133147,340,3.5102301,6.17449,3,1,NA,78,NA
426,GW025453,1987-11-01,5.3,599651,148.091199999999,-34.9393,6133147,340,3.5102301,6.17449,3,1,NA,78,NA
427,GW025453,2002-10-16,9.08,599651,148.091199999999,-34.9393,6133147,340,3.5102301,6.17449,3,1,NA,78,NA
428,GW025481,2003-04-15,6.86,600394,148.0976,-34.8072999999999,6147773,288,4.7410202,4.8738999,1,16,NA,42.7,NA
