FID,Work_No,Measuremen,Standing_W,Easting,Longitude,Latitude,Northing,Elevation..m.,Slope..degree.,Wetness.index,MRVBF,Lithology,Yield Description,Drilled Depth,Salinity
2140,GW400549,1998-07-01,-1.8,595613,148.0423,-34.5671,6174463,376,1.85455,6.3494,3,4,NA,13,NA
2141,GW400549,1998-08-01,-2.7,595613,148.0423,-34.5671,6174463,376,1.85455,6.3494,3,4,NA,13,NA
2142,GW400550,1998-07-01,-1.9,595537,148.0415,-34.5692999999999,6174223,370,0.929375,6.8752599,3,7,NA,17,NA
2143,GW400550,2002-10-10,-0.6,595537,148.0415,-34.5692999999999,6174223,370,0.929375,6.8752599,3,7,NA,17,NA
2144,GW400550,1998-12-01,-1.82,595537,148.0415,-34.5692999999999,6174223,370,0.929375,6.8752599,3,7,NA,17,NA
2145,GW400550,1998-11-01,-1.95,595537,148.0415,-34.5692999999999,6174223,370,0.929375,6.8752599,3,7,NA,17,NA
2146,GW400550,1998-10-01,-2.3,595537,148.0415,-34.5692999999999,6174223,370,0.929375,6.8752599,3,7,NA,17,NA
2147,GW400550,1998-08-01,-2.21,595537,148.0415,-34.5692999999999,6174223,370,0.929375,6.8752599,3,7,NA,17,NA
2148,GW400550,1998-06-01,-1.52,595537,148.0415,-34.5692999999999,6174223,370,0.929375,6.8752599,3,7,NA,17,NA
2149,GW400550,1998-05-01,-0.74,595537,148.0415,-34.5692999999999,6174223,370,0.929375,6.8752599,3,7,NA,17,NA
2150,GW400550,1998-04-01,-0.31,595537,148.0415,-34.5692999999999,6174223,370,0.929375,6.8752599,3,7,NA,17,NA
2151,GW400550,1999-02-01,-1.76,595537,148.0415,-34.5692999999999,6174223,370,0.929375,6.8752599,3,7,NA,17,NA
2152,GW400550,1999-01-01,-1.74,595537,148.0415,-34.5692999999999,6174223,370,0.929375,6.8752599,3,7,NA,17,NA
2153,GW400550,1998-09-01,-2.21,595537,148.0415,-34.5692999999999,6174223,370,0.929375,6.8752599,3,7,NA,17,NA
2154,GW400551,1999-02-01,2.25,595384,148.0398,-34.5696,6174190,371,2.00491,5.8783998,1,7,NA,4,NA
2155,GW400551,1998-08-01,0.83,595384,148.0398,-34.5696,6174190,371,2.00491,5.8783998,1,7,NA,4,NA
2156,GW400551,1998-12-01,1.64,595384,148.0398,-34.5696,6174190,371,2.00491,5.8783998,1,7,NA,4,NA
2157,GW400551,1998-11-01,1.56,595384,148.0398,-34.5696,6174190,371,2.00491,5.8783998,1,7,NA,4,NA
2158,GW400551,1998-10-01,1.45,595384,148.0398,-34.5696,6174190,371,2.00491,5.8783998,1,7,NA,4,NA
2159,GW400551,1998-09-01,1.43,595384,148.0398,-34.5696,6174190,371,2.00491,5.8783998,1,7,NA,4,NA
2160,GW400551,1998-06-01,1.1,595384,148.0398,-34.5696,6174190,371,2.00491,5.8783998,1,7,NA,4,NA
2161,GW400551,1998-04-01,2.19,595384,148.0398,-34.5696,6174190,371,2.00491,5.8783998,1,7,NA,4,NA
2162,GW400551,2002-10-10,1.7,595384,148.0398,-34.5696,6174190,371,2.00491,5.8783998,1,7,NA,4,NA
2163,GW400551,1999-01-01,2,595384,148.0398,-34.5696,6174190,371,2.00491,5.8783998,1,7,NA,4,NA
2164,GW400551,1998-07-01,0.61,595384,148.0398,-34.5696,6174190,371,2.00491,5.8783998,1,7,NA,4,NA
2165,GW400551,1998-05-01,2.2,595384,148.0398,-34.5696,6174190,371,2.00491,5.8783998,1,7,NA,4,NA
2166,GW400565,1998-09-13,0.23,587147,147.951699999999,-34.7117999999999,6158506,362,1.07636,6.3724098,3,17,NA,5,NA
2167,GW400565,1998-04-09,1.33,587147,147.951699999999,-34.7117999999999,6158506,362,1.07636,6.3724098,3,17,NA,5,NA
2168,GW400565,1998-05-09,1,587147,147.951699999999,-34.7117999999999,6158506,362,1.07636,6.3724098,3,17,NA,5,NA
2169,GW400565,1999-05-09,0.77,587147,147.951699999999,-34.7117999999999,6158506,362,1.07636,6.3724098,3,17,NA,5,NA
2170,GW400565,1999-01-10,0.7,587147,147.951699999999,-34.7117999999999,6158506,362,1.07636,6.3724098,3,17,NA,5,NA
2171,GW400565,1999-06-10,0.45,587147,147.951699999999,-34.7117999999999,6158506,362,1.07636,6.3724098,3,17,NA,5,NA
2172,GW400565,1999-08-12,0.35,587147,147.951699999999,-34.7117999999999,6158506,362,1.07636,6.3724098,3,17,NA,5,NA
2173,GW400565,1999-12-12,0.77,587147,147.951699999999,-34.7117999999999,6158506,362,1.07636,6.3724098,3,17,NA,5,NA
2174,GW400565,1999-10-08,0.49,587147,147.951699999999,-34.7117999999999,6158506,362,1.07636,6.3724098,3,17,NA,5,NA
2175,GW400565,1998-10-11,0.29,587147,147.951699999999,-34.7117999999999,6158506,362,1.07636,6.3724098,3,17,NA,5,NA
2176,GW400565,1998-08-02,0.49,587147,147.951699999999,-34.7117999999999,6158506,362,1.07636,6.3724098,3,17,NA,5,NA
2177,GW400565,1998-11-07,0.6,587147,147.951699999999,-34.7117999999999,6158506,362,1.07636,6.3724098,3,17,NA,5,NA
2178,GW400565,1999-09-07,0.26,587147,147.951699999999,-34.7117999999999,6158506,362,1.07636,6.3724098,3,17,NA,5,NA
2179,GW400565,1998-12-05,0.8,587147,147.951699999999,-34.7117999999999,6158506,362,1.07636,6.3724098,3,17,NA,5,NA
2180,GW400565,1998-07-05,0.7,587147,147.951699999999,-34.7117999999999,6158506,362,1.07636,6.3724098,3,17,NA,5,NA
2181,GW400565,1999-04-05,0.41,587147,147.951699999999,-34.7117999999999,6158506,362,1.07636,6.3724098,3,17,NA,5,NA
2182,GW400565,1999-02-05,0.83,587147,147.951699999999,-34.7117999999999,6158506,362,1.07636,6.3724098,3,17,NA,5,NA
2183,GW400565,1999-07-04,0.45,587147,147.951699999999,-34.7117999999999,6158506,362,1.07636,6.3724098,3,17,NA,5,NA
2184,GW400565,1998-06-04,1.13,587147,147.951699999999,-34.7117999999999,6158506,362,1.07636,6.3724098,3,17,NA,5,NA
2185,GW400565,1999-11-07,0.6,587147,147.951699999999,-34.7117999999999,6158506,362,1.07636,6.3724098,3,17,NA,5,NA
2186,GW400565,1999-03-04,0.9,587147,147.951699999999,-34.7117999999999,6158506,362,1.07636,6.3724098,3,17,NA,5,NA
2187,GW400566,1999-05-08,1.58,587084,147.950999999999,-34.7147,6158183,366,1.75985,6.0250802,2,17,NA,4,NA
2188,GW400566,1998-09-13,0.76,587084,147.950999999999,-34.7147,6158183,366,1.75985,6.0250802,2,17,NA,4,NA
2189,GW400566,1998-04-09,2.25,587084,147.950999999999,-34.7147,6158183,366,1.75985,6.0250802,2,17,NA,4,NA
2190,GW400566,1998-05-09,2.38,587084,147.950999999999,-34.7147,6158183,366,1.75985,6.0250802,2,17,NA,4,NA
2191,GW400566,1999-01-10,1.52,587084,147.950999999999,-34.7147,6158183,366,1.75985,6.0250802,2,17,NA,4,NA
2192,GW400566,1999-06-10,0.78,587084,147.950999999999,-34.7147,6158183,366,1.75985,6.0250802,2,17,NA,4,NA
2193,GW400566,1998-10-11,0.84,587084,147.950999999999,-34.7147,6158183,366,1.75985,6.0250802,2,17,NA,4,NA
2194,GW400566,1999-08-12,0.8,587084,147.950999999999,-34.7147,6158183,366,1.75985,6.0250802,2,17,NA,4,NA
2195,GW400566,1999-11-07,1.41,587084,147.950999999999,-34.7147,6158183,366,1.75985,6.0250802,2,17,NA,4,NA
2196,GW400566,1999-12-12,1.72,587084,147.950999999999,-34.7147,6158183,366,1.75985,6.0250802,2,17,NA,4,NA
2197,GW400566,1998-08-02,0.9,587084,147.950999999999,-34.7147,6158183,366,1.75985,6.0250802,2,17,NA,4,NA
2198,GW400566,1999-10-08,0.97,587084,147.950999999999,-34.7147,6158183,366,1.75985,6.0250802,2,17,NA,4,NA
2199,GW400566,1999-03-04,1.6,587084,147.950999999999,-34.7147,6158183,366,1.75985,6.0250802,2,17,NA,4,NA
2200,GW400566,1998-06-04,2.38,587084,147.950999999999,-34.7147,6158183,366,1.75985,6.0250802,2,17,NA,4,NA
2201,GW400566,1999-07-04,0.82,587084,147.950999999999,-34.7147,6158183,366,1.75985,6.0250802,2,17,NA,4,NA
2202,GW400566,1999-04-05,0.85,587084,147.950999999999,-34.7147,6158183,366,1.75985,6.0250802,2,17,NA,4,NA
2203,GW400566,1998-07-05,1.17,587084,147.950999999999,-34.7147,6158183,366,1.75985,6.0250802,2,17,NA,4,NA
2204,GW400566,1998-12-05,1.47,587084,147.950999999999,-34.7147,6158183,366,1.75985,6.0250802,2,17,NA,4,NA
2205,GW400566,1999-09-07,0.84,587084,147.950999999999,-34.7147,6158183,366,1.75985,6.0250802,2,17,NA,4,NA
2206,GW400566,1999-02-05,1.54,587084,147.950999999999,-34.7147,6158183,366,1.75985,6.0250802,2,17,NA,4,NA
2207,GW400566,1998-11-07,1.34,587084,147.950999999999,-34.7147,6158183,366,1.75985,6.0250802,2,17,NA,4,NA
2208,GW400567,1999-12-12,1.33,587084,147.950999999999,-34.7147,6158182,366,1.75985,6.0250802,2,17,NA,19,NA
2209,GW400567,1998-04-09,2.15,587084,147.950999999999,-34.7147,6158182,366,1.75985,6.0250802,2,17,NA,19,NA
2210,GW400567,1998-05-09,2.27,587084,147.950999999999,-34.7147,6158182,366,1.75985,6.0250802,2,17,NA,19,NA
2211,GW400567,1999-05-09,1.36,587084,147.950999999999,-34.7147,6158182,366,1.75985,6.0250802,2,17,NA,19,NA
2212,GW400567,1999-01-10,1.13,587084,147.950999999999,-34.7147,6158182,366,1.75985,6.0250802,2,17,NA,19,NA
2213,GW400567,1999-06-10,1.03,587084,147.950999999999,-34.7147,6158182,366,1.75985,6.0250802,2,17,NA,19,NA
2214,GW400567,1999-08-12,0.74,587084,147.950999999999,-34.7147,6158182,366,1.75985,6.0250802,2,17,NA,19,NA
2215,GW400567,1999-11-07,1.06,587084,147.950999999999,-34.7147,6158182,366,1.75985,6.0250802,2,17,NA,19,NA
2216,GW400567,1998-11-07,0.96,587084,147.950999999999,-34.7147,6158182,366,1.75985,6.0250802,2,17,NA,19,NA
2217,GW400567,1998-10-11,0.59,587084,147.950999999999,-34.7147,6158182,366,1.75985,6.0250802,2,17,NA,19,NA
2218,GW400567,1999-03-04,1.27,587084,147.950999999999,-34.7147,6158182,366,1.75985,6.0250802,2,17,NA,19,NA
2219,GW400567,1999-10-08,0.79,587084,147.950999999999,-34.7147,6158182,366,1.75985,6.0250802,2,17,NA,19,NA
2220,GW400567,1998-08-02,1.22,587084,147.950999999999,-34.7147,6158182,366,1.75985,6.0250802,2,17,NA,19,NA
2221,GW400567,1998-09-13,0.74,587084,147.950999999999,-34.7147,6158182,366,1.75985,6.0250802,2,17,NA,19,NA
2222,GW400567,1998-06-04,2.35,587084,147.950999999999,-34.7147,6158182,366,1.75985,6.0250802,2,17,NA,19,NA
2223,GW400567,1999-07-04,0.76,587084,147.950999999999,-34.7147,6158182,366,1.75985,6.0250802,2,17,NA,19,NA
2224,GW400567,1999-02-05,1.2,587084,147.950999999999,-34.7147,6158182,366,1.75985,6.0250802,2,17,NA,19,NA
2225,GW400567,1999-04-05,1,587084,147.950999999999,-34.7147,6158182,366,1.75985,6.0250802,2,17,NA,19,NA
2226,GW400567,1998-07-05,1.6,587084,147.950999999999,-34.7147,6158182,366,1.75985,6.0250802,2,17,NA,19,NA
2227,GW400567,1998-12-05,1.03,587084,147.950999999999,-34.7147,6158182,366,1.75985,6.0250802,2,17,NA,19,NA
2228,GW400567,1999-09-07,0.7,587084,147.950999999999,-34.7147,6158182,366,1.75985,6.0250802,2,17,NA,19,NA
2229,GW400568,1999-10-08,0.96,586907,147.949099999999,-34.7175999999999,6157866,379,2.3352599,6.1827002,2,17,NA,7.5,NA
2230,GW400568,1999-12-12,1.79,586907,147.949099999999,-34.7175999999999,6157866,379,2.3352599,6.1827002,2,17,NA,7.5,NA
2231,GW400568,1999-08-12,0.88,586907,147.949099999999,-34.7175999999999,6157866,379,2.3352599,6.1827002,2,17,NA,7.5,NA
2232,GW400568,1998-10-11,0.88,586907,147.949099999999,-34.7175999999999,6157866,379,2.3352599,6.1827002,2,17,NA,7.5,NA
2233,GW400568,1999-06-10,0.83,586907,147.949099999999,-34.7175999999999,6157866,379,2.3352599,6.1827002,2,17,NA,7.5,NA
2234,GW400568,1999-01-10,1.18,586907,147.949099999999,-34.7175999999999,6157866,379,2.3352599,6.1827002,2,17,NA,7.5,NA
2235,GW400568,1999-05-09,1.3,586907,147.949099999999,-34.7175999999999,6157866,379,2.3352599,6.1827002,2,17,NA,7.5,NA
2236,GW400568,1998-05-09,2.32,586907,147.949099999999,-34.7175999999999,6157866,379,2.3352599,6.1827002,2,17,NA,7.5,NA
2237,GW400568,1998-04-09,2.38,586907,147.949099999999,-34.7175999999999,6157866,379,2.3352599,6.1827002,2,17,NA,7.5,NA
2238,GW400568,1998-09-13,0.81,586907,147.949099999999,-34.7175999999999,6157866,379,2.3352599,6.1827002,2,17,NA,7.5,NA
2239,GW400568,1999-07-04,0.89,586907,147.949099999999,-34.7175999999999,6157866,379,2.3352599,6.1827002,2,17,NA,7.5,NA
2240,GW400568,1999-03-04,1.31,586907,147.949099999999,-34.7175999999999,6157866,379,2.3352599,6.1827002,2,17,NA,7.5,NA
2241,GW400568,1999-11-07,1.19,586907,147.949099999999,-34.7175999999999,6157866,379,2.3352599,6.1827002,2,17,NA,7.5,NA
2242,GW400568,1998-06-04,2.33,586907,147.949099999999,-34.7175999999999,6157866,379,2.3352599,6.1827002,2,17,NA,7.5,NA
2243,GW400568,1998-08-02,0.87,586907,147.949099999999,-34.7175999999999,6157866,379,2.3352599,6.1827002,2,17,NA,7.5,NA
2244,GW400568,1999-02-05,1.2,586907,147.949099999999,-34.7175999999999,6157866,379,2.3352599,6.1827002,2,17,NA,7.5,NA
2245,GW400568,1999-04-05,0.78,586907,147.949099999999,-34.7175999999999,6157866,379,2.3352599,6.1827002,2,17,NA,7.5,NA
2246,GW400568,1998-07-05,1.03,586907,147.949099999999,-34.7175999999999,6157866,379,2.3352599,6.1827002,2,17,NA,7.5,NA
2247,GW400568,1998-12-05,0.84,586907,147.949099999999,-34.7175999999999,6157866,379,2.3352599,6.1827002,2,17,NA,7.5,NA
2248,GW400568,1999-09-07,0.88,586907,147.949099999999,-34.7175999999999,6157866,379,2.3352599,6.1827002,2,17,NA,7.5,NA
2249,GW400568,1998-11-07,0.93,586907,147.949099999999,-34.7175999999999,6157866,379,2.3352599,6.1827002,2,17,NA,7.5,NA
2250,GW402455,2004-10-20,11.05,599493,148.089499999999,-34.9378999999999,6133299,337,1.94688,6.8910799,3,1,NA,65.53,NA
2251,GW402455,2006-10-24,12.4,599493,148.089499999999,-34.9378999999999,6133299,337,1.94688,6.8910799,3,1,NA,65.53,NA
2252,GW402455,2004-04-20,10.85,599493,148.089499999999,-34.9378999999999,6133299,337,1.94688,6.8910799,3,1,NA,65.53,NA
2253,GW402455,2005-04-12,11.8,599493,148.089499999999,-34.9378999999999,6133299,337,1.94688,6.8910799,3,1,NA,65.53,NA
2254,GW402455,2006-04-11,11.96,599493,148.089499999999,-34.9378999999999,6133299,337,1.94688,6.8910799,3,1,NA,65.53,NA
2255,GW402455,2005-10-18,10.75,599493,148.089499999999,-34.9378999999999,6133299,337,1.94688,6.8910799,3,1,NA,65.53,NA
2256,GW405104,2006-08-20,3,582767,147.9035,-34.6828,6161757,403,3.4310601,5.6859398,2,17,NA,24,NA
2257,GW404080,2007-08-27,30,584093,147.9181,-34.6888,6161088,393,2.2711401,6.1999002,2,17,Cumulative,85,NA
2258,GW402856,2004-11-02,0,585887,147.937099999999,-34.6375999999999,6166743,410,2.2493801,5.95438,2,9,NA,49.68,NA
2259,GW400724,1998-05-20,0,586344,147.9421,-34.6415,6166306,409,2.93641,5.99262,1,9,NA,152.4,NA
2260,GW065194,1988-03-07,0,589264,147.973999999999,-34.6432,6166096,379,2.5898099,5.9608598,2,9,NA,76.2,NA
2261,GW403144,2005-05-28,4,589317,147.9746,-34.6454999999999,6165832,374,1.06548,6.94032,3,9,NA,27,NA
2262,GW400730,1998-02-06,0,589648,147.9777,-34.603,6170544,440,4.76755,5.64922,0,8,NA,42.6,NA
2263,GW402805,2004-08-16,0,590386,147.9862,-34.6415999999999,6166256,370,4.5926099,5.1329298,0,10,NA,128,NA
2264,GW402807,2004-05-08,0,590780,147.9905,-34.6430999999999,6166093,384,4.16395,5.2529101,0,10,NA,79.24000000000001,NA
2265,GW403627,2006-05-26,0,590904,147.9918,-34.6390999999999,6166534,389,9.0552597,4.6338501,0,11,NA,50.59,NA
2266,GW404074,2007-11-01,0,590923,147.992099999999,-34.6426999999999,6166137,384,6.5941,4.7637801,0,10,Cumulative,73.14999999999999,NA
2267,GW403307,2005-07-26,30,591078,147.9935,-34.6167,6169014,415,4.0426202,5.1208900999999996,0,10,NA,170,NA
2268,GW402522,2003-09-26,0,591042,147.9935,-34.6520999999999,6165084,380,1.0656101,6.7560101,1,10,NA,79.24000000000001,NA
2269,GW402657,2003-12-24,40,591559,147.9985,-34.5992999999999,6170939,386,3.1424,4.7953901,0,10,NA,76,NA
2270,GW404607,1955-01-01,10,591600,147.998899999999,-34.5966,6171238,377,1.36033,6.31704,1,1,NA,NA,NA
2271,GW400400,1997-12-02,24,591675,147.999799999999,-34.6039999999999,6170416,372,1.3368599,7.1052399,3,1,NA,59,NA
2272,GW404978,2006-04-03,25,592043,148.003999999999,-34.6163999999999,6169039,368,2.0538599,5.61344,1,10,NA,NA,NA
2273,GW400841,1999-01-05,0,592083,148.0043,-34.6094999999999,6169804,361,1.29759,7.0609198,2,1,NA,41.449999999999996,NA
2274,GW066471,1989-10-27,0,592096,148.0045,-34.6143,6169272,364,1.40675,7.1677599,3,1,NA,NA,NA
